Column1,Age,SkinType,SkinTone,SkinConcerns,Gender,Race,Climate,Extracts,All_Age_Suitable_Ing,Anti-Acne Moisturizer,Antioxidant+Anti-Aging Moisturizer,F_Skin_ID+Soothing,M_Antioxidant+Occlusive,EA_Anti_Age+Skin_ID+Cell_Commute,IA_Antioxidant,YA_Occusive,BR_Anti_Acne,WR_Skin_ID+Occusive,DRY_Dry,TROPICAL_Antioxidant+Humectant,TEMPERATE_Humectant,CONTINENAL_Emolient,POLAR_Humectants+Occlusive+Emollients
740,35-120,,,Dry,Male,White,Tropical,Hydrolyzed Tremella Fuciformis Sporocarp Extract,"Raspberry Seed Oil , Triticum Vulgare Germ Oil , Grape seed Oil",,,,"Trimethylsiloxysilicate , Bakuchiol , Tetrahydrodemethoxydiferuloylmethane , Trihydroxystearin , Threonine , Algin",,,,,"aspartic acid , Silica , helianthus annuus seed oil unsaponifiables",,"Phospholipids , Threonine , Thiotaurine",,,
741,35-120,,,Dry,Male,White,Dry,Hydrolyzed Tremella Fuciformis Sporocarp Extract,"Triticum Vulgare Germ Oil , Raspberry Seed Oil , Rose Hip Oil",,,,"Astaxanthin , Lycopene , Thiotaurine , Trilaurin , Ergothioneine , Octyldodecanol",,,,,"histidine , phenylalanine , phospholipids","Camellia Sinensis Seed Oil , Centella Asiatica Extract , Algae Extract",,,,
742,35-120,,,Dry,Male,White,Temperate,Hydrolyzed Tremella Fuciformis Sporocarp Extract,"Raspberry Seed Oil , Triticum Vulgare Germ Oil , Camellia Sinensis Seed Oil",,,,"Tetrahydrodiferuloylmethane , Petrolatum , Squalane , Squalene , Histidine , Phenylalanine",,,,,"sodium pca , palmitic acid , proline",,,"Glycine , Proline , Melibiose",,
743,35-120,,,Dry,Male,White,Continental,Hydrolyzed Tremella Fuciformis Sporocarp Extract,"Camellia Sinensis Seed Oil , Rose Hip Oil , Grape seed Oil",,,,"Rutin , Cannabidiol , Madecassoside , Lycopene , Xanthophyll , Hesperidin",,,,,"glycine , cholesterol , ceramide eop",,,,"Isoleucine , Honey , PCA",
744,35-120,,,Dry,Male,White,Polar,Hydrolyzed Tremella Fuciformis Sporocarp Extract,"Triticum Vulgare Germ Oil , Rose Hip Oil , Raspberry Seed Oil",,,,"Galactoarabinan , Oryzanol , Arbutin , Threonine , Rutin , Tocopherol",,,,,"serine , Nylon-12 , Kaolin",,,,,"PEG-14 , Niacinamide , Arginine"
745,35-120,,,Dry,Male,Black,Tropical,Hydrolyzed Tremella Fuciformis Sporocarp Extract,"Raspberry Seed Oil , Rose Hip Oil , Grape seed Oil",,,,"Tocopherol , Phenylalanine , Ubiquinone , Silica , Glabridin , Squalane",,,,"Acetyl Hydroxyproline , Ananas Sativus Fruit Extract , Aphanizomenon Flos-Aquae Extract",,,"Hydroxyacetophenone , Serine , Phenylalanine",,,
746,35-120,,,Dry,Male,Black,Dry,Hydrolyzed Tremella Fuciformis Sporocarp Extract,"Triticum Vulgare Germ Oil , Rose Hip Oil , Camellia Sinensis Seed Oil",,,,"Oryzanol , Xanthophyll , Tetrahydrodiferuloylmethane , Genistein , Ubiquinone , Kaolin",,,,"Ananas Sativus Fruit Extract , Hydrolyzed Tremella Fuciformis Sporocarp Extract , Aphanizomenon Flos-Aquae Extract",,"Triticum Vulgare Germ Oil , Xylitol , Soy Amino Acids",,,,
747,35-120,,,Dry,Male,Black,Temperate,Hydrolyzed Tremella Fuciformis Sporocarp Extract,"Camellia Sinensis Seed Oil , Grape seed Oil , Triticum Vulgare Germ Oil",,,,"Coumarin , Histidine , Phenylalanine , Beta-Glucan , Cannabidiol , Silica",,,,"Camellia Sinensis Seed Oil , Grape seed Oil , Ceramide",,,,"Triethylhexanoin , Trimethylsiloxysilicate , Glucomannan",,
748,35-120,,,Dry,Male,Black,Continental,Hydrolyzed Tremella Fuciformis Sporocarp Extract,"Raspberry Seed Oil , Rose Hip Oil , Camellia Sinensis Seed Oil",,,,"Genistein , Glabridin , Quercetin , Galactoarabinan , Coumarin , Equol",,,,"Algae Extract , Camellia Sinensis Seed Oil , Ananas Sativus Fruit Extract",,,,,"Cysteine , Pantethine , Melibiose",
749,35-120,,,Dry,Male,Black,Polar,Hydrolyzed Tremella Fuciformis Sporocarp Extract,"Camellia Sinensis Seed Oil , Rose Hip Oil , Triticum Vulgare Germ Oil",,,,"Bisabolol , Azulene , Tetrahydrodiferuloylmethane , Cannabidiol , Hesperidin , Triethylhexanoin",,,,"Camellia Sinensis Seed Oil , Alpha-Glucan , Algae Extract",,,,,,"Niacinamide , Glycosaminoglycans , Panthenol"
750,35-120,,,Dry,Female,White,Tropical,Hydrolyzed Tremella Fuciformis Sporocarp Extract,"Raspberry Seed Oil , Triticum Vulgare Germ Oil , Camellia Sinensis Seed Oil",,,"nigella sativa seed oil , vitis vinifera fruit extract , caffeyl glucoside , glycine soja seed extract , sodium hyaluronate crosspolymer , potassium azeloyl diglycinate",,,,,,"hydroxypropyl bispalmitamide mea , cholesterol , Nylon-12",,"Honey , Hydroxyacetophenone , Phenylalanine",,,
751,35-120,,,Dry,Female,White,Dry,Hydrolyzed Tremella Fuciformis Sporocarp Extract,"Camellia Sinensis Seed Oil , Rose Hip Oil , Grape seed Oil",,,"alanine , opuntia ficus-indica fruit extract , phenylalanine , biosaccharide gum-1 , lactobacillus ferment lysate filtrate , hyaluronic acid",,,,,,"Trihydroxystearin , ceramide np , Tribehenin","Honey Extract , Saccharide Isomerate , Soy Amino Acids",,,,
752,35-120,,,Dry,Female,White,Temperate,Hydrolyzed Tremella Fuciformis Sporocarp Extract,"Triticum Vulgare Germ Oil , Raspberry Seed Oil , Rose Hip Oil",,,"glycyrrhiza glabra rhizome/root , helianthus annuus seed oil unsaponifiables , viscum album extract , sesamum indicum seed extract , salix alba bark water , phospholipids",,,,,,"Bentonite , collagen amino acids , linolenic acid",,,"Tribehenin , Betaine , Cysteine",,
753,35-120,,,Dry,Female,White,Continental,Hydrolyzed Tremella Fuciformis Sporocarp Extract,"Raspberry Seed Oil , Camellia Sinensis Seed Oil , Triticum Vulgare Germ Oil",,,"laminaria saccharina extract , aloe ferox leaf gel , reseda luteola extract , rubia tinctorum root extract , quercetin , helichrysum italicum extract",,,,,,"ceramide np , hyaluronic acid , Petrolatum",,,,"Betaine , Phospholipids , PEG-33",
754,35-120,,,Dry,Female,White,Polar,Hydrolyzed Tremella Fuciformis Sporocarp Extract,"Camellia Sinensis Seed Oil , Triticum Vulgare Germ Oil , Rose Hip Oil",,,"zinc gluconate , oenothera biennis oil , melaleuca alternifolia leaf oil , dipotassium glycyrrhizate , melissa officinalis flower/leaf/stem extract , hedera helix extract",,,,,,"proline , ceramide ap , phenylalanine",,,,,"Pantethine , Valine , PCA"
755,35-120,,,Dry,Female,Black,Tropical,Hydrolyzed Tremella Fuciformis Sporocarp Extract,"Raspberry Seed Oil , Camellia Sinensis Seed Oil , Triticum Vulgare Germ Oil",,,"allantoin glycyrrhetinic acid , laminaria saccharina extract , sodium nitrate , tetrahydrobisdemethoxydiferuloylmethane , plantago lanceolata leaf extract , jojoba esters",,,,,"Algae Extract , Rose Hip Oil , Grape seed Oil",,,"Niacinamide , Hydroxyacetophenone , Phenylalanine",,,
756,35-120,,,Dry,Female,Black,Dry,Hydrolyzed Tremella Fuciformis Sporocarp Extract,"Camellia Sinensis Seed Oil , Grape seed Oil , Rose Hip Oil",,,"allantoin calcium pantothenate , pseudoalteromonas ferment extract , humulus lupulus extract , carboxydecyl trisiloxane , azulene , arctium lappa root extract",,,,,"Honey , Algae Extract , Acetyl Hydroxyproline",,"Raspberry Seed Oil , Soy Amino Acids , Aphanizomenon Flos-Aquae Extract",,,,
757,35-120,,,Dry,Female,Black,Temperate,Hydrolyzed Tremella Fuciformis Sporocarp Extract,"Triticum Vulgare Germ Oil , Grape seed Oil , Camellia Sinensis Seed Oil",,,"malva sylvestris extract , 4-t-butylcyclohexanol , coptis japonica root extract , rubus idaeus fruit extract , methyl salicylate , castanea sativa leaf extract",,,,,"Rose Hip Oil , Alpha-Glucan , Ceramide",,,,"Trimethylsiloxysilicate , PEG-33 , Xylitol",,
758,35-120,,,Dry,Female,Black,Continental,Hydrolyzed Tremella Fuciformis Sporocarp Extract,"Camellia Sinensis Seed Oil , Raspberry Seed Oil , Triticum Vulgare Germ Oil",,,"castanea sativa leaf extract , passiflora quadrangularis fruit extract , calendula officinalis flower extract , rosmarinyl glucoside , echinacea angustifolia leaf extract , methyl nicotinate",,,,,"Tocopheryl Succinate Aminopropanediol Esters , Hyaluronic Acid , Ceramide",,,,,"Niacinamide , Phenylalanine , PEG-14",
759,35-120,,,Dry,Female,Black,Polar,Hydrolyzed Tremella Fuciformis Sporocarp Extract,"Camellia Sinensis Seed Oil , Rose Hip Oil , Grape seed Oil",,,"urea , buddleja davidii meristem cell culture , phaeodactylum tricornutum extract , sodium hyaluronate crosspolymer , melaleuca alternifolia leaf oil , anthemis nobilis flower oil",,,,,"Triticum Vulgare Germ Oil , Camellia Sinensis Seed Oil , Squalane",,,,,,"PEG-32 , Valine , Phospholipids"
760,,,,,Male,White,Tropical,Lactobacillus Filtrate,"Triticum Vulgare Germ Oil , Camellia Sinensis Seed Oil , Rose Hip Oil",,,,"Tetrahydrodemethoxydiferuloylmethane , Arginine , Bakuchiol , Astaxanthin , Phenylalanine , Xanthophyll",,,,,"Trihydroxystearin , ceramide eop , Bentonite",,"Phospholipids , Thiotaurine , Honey",,,
761,,,,,Male,White,Dry,Lactobacillus Filtrate,"Raspberry Seed Oil , Triticum Vulgare Germ Oil , Grape seed Oil",,,,"Agar , Triethylhexanoin , Bakuchiol , Oryzanol , Hesperidin , Histidine",,,,,"linoleic acid , hydroxypalmitoyl sphinganine , acetyl glucosamine","Hyaluronic Acid , Raspberry Seed Oil , Soy Amino Acids",,,,
762,,,,,Male,White,Temperate,Lactobacillus Filtrate,"Triticum Vulgare Germ Oil , Grape seed Oil , Raspberry Seed Oil",,,,"Hydroxyacetophenone , Beta-Glucan , Petrolatum , Algin , Squalene , Octyldodecanol",,,,,"Trihydroxystearin , Nylon-12 , glycine",,,"Arginine , PEG-8 , Sucrose",,
763,,,,,Male,White,Continental,Lactobacillus Filtrate,"Raspberry Seed Oil , Camellia Sinensis Seed Oil , Grape seed Oil",,,,"Honey , Trilaurin , Algin , Azulene , Kaolin , Caffeine",,,,,"lacto-ceramides , pca , glycerin",,,,"Threonine , Triethylhexanoin , Panthenol",
764,,,,,Male,White,Polar,Lactobacillus Filtrate,"Triticum Vulgare Germ Oil , Raspberry Seed Oil , Camellia Sinensis Seed Oil",,,,"Tetrahydrodiferuloylmethane , Curcumin , Trilaurin , Retinol , Kaolin , Algin",,,,,"aspartic acid , histidine , squalane",,,,,"Glycogen , Niacinamide , Triethylhexanoin"
765,,,,,Male,Black,Tropical,Lactobacillus Filtrate,"Camellia Sinensis Seed Oil , Triticum Vulgare Germ Oil , Grape seed Oil",,,,"Algin , Galactoarabinan , Rutin , Lycopene , Trilaurin , Zinc",,,,"Hyaluronic Acid , Acetyl Hydroxyproline , Grape seed Oil",,,"Hydroxyacetophenone , Serine , Phospholipids",,,
766,,,,,Male,Black,Dry,Lactobacillus Filtrate,"Triticum Vulgare Germ Oil , Grape seed Oil , Camellia Sinensis Seed Oil",,,,"Kaolin , Octyldodecanol , Trilaurin , Phloretin , Honey , Silica",,,,"Triticum Vulgare Germ Oil , Camellia Sinensis Seed Oil , Hyaluronic Acid",,"Honey , Sodium PCA , Camellia Sinensis Seed Oil",,,,
767,,,,,Male,Black,Temperate,Lactobacillus Filtrate,"Camellia Sinensis Seed Oil , Rose Hip Oil , Raspberry Seed Oil",,,,"Genistein , Bentonite , Algin , Equol , Caffeine , Petrolatum",,,,"Acetyl Hydroxyproline , Alpha-Glucan , Hydrolyzed Tremella Fuciformis Sporocarp Extract",,,,"Proline , PEG-75 , Methylpropanediol",,
768,,,,,Male,Black,Continental,Lactobacillus Filtrate,"Camellia Sinensis Seed Oil , Rose Hip Oil , Raspberry Seed Oil",,,,"Bisabolol , Quercetin , Oryzanol , Agar , Beta-Glucan , Curcumin",,,,"Tocopheryl Succinate Aminopropanediol Esters , Rose Hip Oil , Hyaluronic Acid",,,,,"PEG-8 , Honey , Trimethylsiloxysilicate",
769,,,,,Male,Black,Polar,Lactobacillus Filtrate,"Camellia Sinensis Seed Oil , Triticum Vulgare Germ Oil , Rose Hip Oil",,,,"Curcumin , Kaolin , Thiotaurine , Trihydroxystearin , Phloretin , Rutin",,,,"Algae Extract , Aphanizomenon Flos-Aquae Extract , Grape seed Oil",,,,,,"Triethylhexanoin , PCA , Cysteine"
770,,,,,Female,White,Tropical,Lactobacillus Filtrate,"Raspberry Seed Oil , Triticum Vulgare Germ Oil , Camellia Sinensis Seed Oil",,,"tilia cordata wood extract , lactobacillus ferment lysate filtrate , viscum album leaf extract , hamamelis virginiana water , 4-t-butylcyclohexanol , menthol",,,,,,"sodium pca , phenylalanine , sodium hyaluronate crosspolymer",,"Niacinamide , Phospholipids , Arginine",,,
771,,,,,Female,White,Dry,Lactobacillus Filtrate,"Camellia Sinensis Seed Oil , Triticum Vulgare Germ Oil , Rose Hip Oil",,,"peat , urea , gallyl glucoside , menthol , threonine , urtica dioica leaf extract",,,,,,"ceramide eop , palmitic acid , Trihydroxystearin","Ceramide NG , Grape seed Oil , Acetyl Tetrapeptide-5",,,,
772,,,,,Female,White,Temperate,Lactobacillus Filtrate,"Raspberry Seed Oil , Grape seed Oil , Rose Hip Oil",,,"phenylalanine , leonurus sibiricus flower/leaf/stem extract , aloe barbadensis leaf juice powder , palmitic acid , zinc picolinate , curculigo orchioides root extract",,,,,,"glycine , serine , lacto-ceramides",,,"Urea , Ethylhexylglycerin , Melibiose",,
773,,,,,Female,White,Continental,Lactobacillus Filtrate,"Triticum Vulgare Germ Oil , Raspberry Seed Oil , Rose Hip Oil",,,"coptis japonica root extract , glycine soja seed extract , squalene , calendula officinalis flower extract , salvia officinalis extract , centella asiatica leaf extract",,,,,,"valine , squalene , palmitic acid",,,,"Phospholipids , Phenylalanine , Niacinamide",
774,,,,,Female,White,Polar,Lactobacillus Filtrate,"Raspberry Seed Oil , Camellia Sinensis Seed Oil , Triticum Vulgare Germ Oil",,,"acanthopanax senticosus root extract , cetraria islandica extract , ruscus aculeatus root extract , urtica dioica extract , plantago lanceolata leaf extract , tetrahydrobisdemethoxydiferuloylmethane",,,,,,"glycerin , ceramide eop , Bentonite",,,,,"Betaine , PEG-14 , PEG-8"
775,,,,,Female,Black,Tropical,Lactobacillus Filtrate,"Camellia Sinensis Seed Oil , Raspberry Seed Oil , Grape seed Oil",,,"hedera helix leaf/stem extract , scrophularia nodosa extract , rosmarinus officinalis leaf extract , humulus lupulus extract , ceramide np , anthemis nobilis flower extract",,,,,"Hyaluronic Acid , Alpha-Glucan , Ananas Sativus Fruit Extract",,,"Hydroxyacetophenone , Phospholipids , Serine",,,
776,,,,,Female,Black,Dry,Lactobacillus Filtrate,"Triticum Vulgare Germ Oil , Camellia Sinensis Seed Oil , Rose Hip Oil",,,"hamamelis virginiana leaf water , viola tricolor extract , aleurites moluccana seed oil , lonicera japonica flower extract , piperonyl glucose , phellodendron amurense bark extract",,,,,"Grape seed Oil , Hyaluronic Acid , Ceramide",,"Panthenol , Xylitol , Acetyl Tetrapeptide-5",,,,
777,,,,,Female,Black,Temperate,Lactobacillus Filtrate,"Raspberry Seed Oil , Camellia Sinensis Seed Oil , Grape seed Oil",,,"phellodendron amurense bark extract , rhododendron chrysanthum leaf extract , passiflora quadrangularis flower extract , glycyrrhiza glabra  root extract , tilia cordata extract , prunus yedoensis leaf extract",,,,,"Algae Extract , Honey , Acetyl Hydroxyproline",,,,"Glycerin , PEG-75 , Isoleucine",,
778,,,,,Female,Black,Continental,Lactobacillus Filtrate,"Triticum Vulgare Germ Oil , Camellia Sinensis Seed Oil , Raspberry Seed Oil",,,"gallyl glucoside , orchis mascula flower extract , phospholipids , sodium nitrate , alanine , sodium hyaluronate crosspolymer",,,,,"Algae Extract , Alpha-Glucan , Squalane",,,,,"Glucomannan , Xylose , Sorbitol",
779,,,,,Female,Black,Polar,Lactobacillus Filtrate,"Camellia Sinensis Seed Oil , Raspberry Seed Oil , Triticum Vulgare Germ Oil",,,"achillea millefolium oil , allantoin calcium pantothenate , allantoin glycyrrhetinic acid , persea gratissima oil unsaponifiables , peat , palmitoyl tripeptide-8",,,,,"Tocopheryl Succinate Aminopropanediol Esters , Squalane , Camellia Sinensis Seed Oil",,,,,,"Phytantriol , Urea , Xylitol"
780,,,,,Male,White,Tropical,Kelp Ferment,"Camellia Sinensis Seed Oil , Rose Hip Oil , Raspberry Seed Oil",,,,"Arginine , Oryzanol , Xanthophyll , Tetrahydrodemethoxydiferuloylmethane , Phenylalanine , Bakuchiol",,,,,"squalane , Bentonite , sodium pca",,"Honey , Hydroxyacetophenone , Niacinamide",,,
781,,,,,Male,White,Dry,Kelp Ferment,"Camellia Sinensis Seed Oil , Raspberry Seed Oil , Triticum Vulgare Germ Oil",,,,"Xanthophyll , Agar , Phloretin , Threonine , Bentonite , Tocopherol",,,,,"glycine , palmitic acid , linolenic acid","Saccharide Isomerate , Sodium PCA , Triticum Vulgare Germ Oil",,,,
782,,,,,Male,White,Temperate,Kelp Ferment,"Camellia Sinensis Seed Oil , Triticum Vulgare Germ Oil , Rose Hip Oil",,,,"Phloretin , Octyldodecanol , Tetrahydrodemethoxydiferuloylmethane , Tetrahydrodiferuloylmethane , Caffeine , Resveratrol",,,,,"urea , helianthus annuus seed oil unsaponifiables , threonine",,,"Pantethine , PCA , Trimethylsiloxysilicate",,
783,,,,,Male,White,Continental,Kelp Ferment,"Raspberry Seed Oil , Triticum Vulgare Germ Oil , Camellia Sinensis Seed Oil",,,,"Tetrahydrodiferuloylmethane , Bentonite , Alanine , Glabridin , Agar , Zinc",,,,,"urea , diglycerin , Nylon-12",,,,"PEG-14 , Glycerin , Urea",
784,,,,,Male,White,Polar,Kelp Ferment,"Camellia Sinensis Seed Oil , Raspberry Seed Oil , Triticum Vulgare Germ Oil",,,,"Oryzanol , Honey , Ergothioneine , Bentonite , Bakuchiol , Hydroxyacetophenone",,,,,"sodium chondroitin sulfate , valine , urea",,,,,"Glycerin , Panthenol , Valine"
785,,,,,Male,Black,Tropical,Kelp Ferment,"Camellia Sinensis Seed Oil , Triticum Vulgare Germ Oil , Raspberry Seed Oil",,,,"Retinol , Trilaurin , Agar , Resveratrol , Arbutin , Petrolatum",,,,"Algae Extract , Alpha-Glucan , Tocopheryl Succinate Aminopropanediol Esters",,,"Niacinamide , Thiotaurine , Serine",,,
786,,,,,Male,Black,Dry,Kelp Ferment,"Camellia Sinensis Seed Oil , Grape seed Oil , Rose Hip Oil",,,,"Rutin , Arbutin , Azulene , Beta-Glucan , Madecassoside , Trihydroxystearin",,,,"Algae Extract , Alpha-Glucan , Squalane",,"Algae Extract , Hyaluronic Acid , Honey Extract",,,,
787,,,,,Male,Black,Temperate,Kelp Ferment,"Triticum Vulgare Germ Oil , Camellia Sinensis Seed Oil , Rose Hip Oil",,,,"Phenylalanine , Quercetin , Tetrahydrodemethoxydiferuloylmethane , Arbutin , Petrolatum , Xanthophyll",,,,"Camellia Sinensis Seed Oil , Algae Extract , Ananas Sativus Fruit Extract",,,,"Phospholipids , Glycine , Pantethine",,
788,,,,,Male,Black,Continental,Kelp Ferment,"Raspberry Seed Oil , Camellia Sinensis Seed Oil , Grape seed Oil",,,,"Arginine , Rutin , Oryzanol , Bakuchiol , Serine , Alanine",,,,"Camellia Sinensis Seed Oil , Alpha-Glucan , Tocopheryl Succinate Aminopropanediol Esters",,,,,"Phospholipids , Trimethylsiloxysilicate , Trilaurin",
789,,,,,Male,Black,Polar,Kelp Ferment,"Triticum Vulgare Germ Oil , Camellia Sinensis Seed Oil , Grape seed Oil",,,,"Alanine , Serine , Resveratrol , Equol , Madecassoside , Lycopene",,,,"Acetyl Hydroxyproline , Alpha-Glucan , Hyaluronic Acid",,,,,,"Sucrose , PCA , Glucose"
790,,,,,Female,White,Tropical,Kelp Ferment,"Triticum Vulgare Germ Oil , Grape seed Oil , Raspberry Seed Oil",,,"helianthus annuus extract , epigallocatechin gallatyl glucoside , humulus lupulus extract , cucumis sativus fruit extract , acetyl glucosamine , bisabolol",,,,,,"aspartic acid , valine , hydroxypalmitoyl sphinganine",,"Niacinamide , Arginine , Serine",,,
791,,,,,Female,White,Dry,Kelp Ferment,"Raspberry Seed Oil , Camellia Sinensis Seed Oil , Triticum Vulgare Germ Oil",,,"aloe arborescens leaf extract , ceramide ng , hamamelis virginiana leaf water , tetrahydrodemethoxydiferuloylmethane , fucus vesiculosus extract , beta-glucan",,,,,,"sodium hyaluronate crosspolymer , aspartic acid , squalene","Glucomannan , Saccharide Isomerate , Centella Asiatica Extract",,,,
792,,,,,Female,White,Temperate,Kelp Ferment,"Camellia Sinensis Seed Oil , Rose Hip Oil , Grape seed Oil",,,"carboxydecyl trisiloxane , aloe ferox leaf gel , viscum album leaf extract , leonurus sibiricus flower/leaf/stem extract , borago officinalis seed oil , hamamelis virginiana  leaf extract",,,,,,"squalane , urea , lacto-ceramides",,,"Melibiose , Inositol , Sucrose",,
793,,,,,Female,White,Continental,Kelp Ferment,"Triticum Vulgare Germ Oil , Raspberry Seed Oil , Rose Hip Oil",,,"dipotassium glycyrrhizate , allantoin ascorbate , anthemis nobilis flower oil , foeniculum vulgare oil , alteromonas ferment extract , 4-t-butylcyclohexanol",,,,,,"pca , acetyl glucosamine , glycine",,,,"PCA , Ethylhexylglycerin , Glycosaminoglycans",
794,,,,,Female,White,Polar,Kelp Ferment,"Raspberry Seed Oil , Rose Hip Oil , Triticum Vulgare Germ Oil",,,"anthemis nobilis flower oil , persea gratissima oil unsaponifiables , phenylalanine , azulene , symphytum officinale root extract , zinc picolinate",,,,,,"histidine , linolenic acid , serine",,,,,"Arginine , Xylitol , Phospholipids"
